model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,mean_rating,distance_sum,rating_min,speed_max,rides_count,ride_time_median,ride_stops_count,user_quality_median,rider_rating_mean,car_accidents_sum,driver_expirience,driver_age_mean,fix_duration_median,mean_destroy_degree,rarest_work,most_freq_work
VW Polo VI,economy,petrol,4.04,2014,61872,2015,4.501149425287356,15434052.894806825,0.1,165.12676091060533,168,42.0,148,-1.6408594083543964,8.007471264367815,1904.0,0.6291054614523021,34.04022988505747,23.0,3.0142857142857142,refuel_check,repair
VW Tiguan,economy,petrol,4.46,2016,99518,2019,3.9251149425287357,12170341.330739645,0.1,164.38951085809165,166,45.0,144,1.7051419121222917,8.1,1963.0,0.7730775820944996,34.97701149425287,29.0,3.2714285714285714,refuel,reparking
Renault Kaptur,standart,petrol,5.22,2013,42956,2016,4.557873563218391,15615318.862235514,0.1,157.60161455560697,167,39.5,174,9.240493130974869,7.926436781609196,2254.0,0.43471508124753916,33.62643678160919,26.0,3.42,refuel,repair
Renault Kaptur,standart,petrol,4.66,2011,2356,2017,4.487586206896552,11367338.944639785,0.1,110.00034335023408,167,39.0,140,10.288151108950691,7.756321839080459,1576.0,0.6926638832708439,33.752873563218394,27.0,4.854285714285714,refuel,repair
Smart ForTwo,economy,petrol,4.86,2016,108895,2015,4.536436781609195,21018426.099948656,0.1,121.0581184532262,170,60.5,586,9.259471691382778,8.100574712643677,2166.0,0.4330089661646886,34.11494252873563,27.0,3.474285714285714,refuel,reparking
Kia Rio X-line,economy,petrol,5.24,2012,21941,2016,4.175229885057472,19903459.978445187,0.1,193.80171508418115,165,41.5,146,7.495987879523706,7.875287356321839,1630.0,0.3683215610730343,33.47701149425287,26.0,3.605714285714286,refuel_check,reparking
Kia Rio,economy,petrol,4.54,2014,62490,2015,4.343448275862069,16184672.580332378,0.1,192.2821565671486,166,44.0,144,6.488163578105107,7.887356321839081,1601.0,0.393121512348421,32.52873563218391,27.0,4.105714285714285,refuel,repair
VW Polo,economy,petrol,5.42,2015,74720,2015,3.938965517241379,16623206.442542778,0.1,190.07005154735967,169,45.5,154,7.097642253430916,8.022988505747126,1300.0,0.509974055787627,34.57471264367816,27.0,2.6514285714285712,refuel,repair
Fiat 500,business,petrol,3.12,2014,65007,2016,4.137298850574712,18021703.886360515,0.1,191.75307838650076,166,47.0,147,1.1982620398812318,7.9189655172413795,1601.0,0.3080685616695543,32.810344827586206,28.0,3.657142857142857,refuel,repair
Smart Coupe,economy,petrol,4.56,2014,66115,2017,4.411954022988506,16351139.155771168,0.35,163.0,164,44.0,154,-0.4879852368589156,8.050574712643678,1915.0,0.44989726519405254,34.798850574712645,27.0,2.934285714285714,refuel,reparking
MINI CooperSE,business,electro,5.36,2013,42862,2016,4.010287356321839,17851782.462583557,0.1,194.8697496864626,167,47.0,143,-1.1480098447647995,7.919540229885057,1556.0,0.40567680111677457,35.5919540229885,25.0,3.6085714285714285,refuel_check,repair
Nissan Qashqai,standart,petrol,4.46,2014,57333,2022,4.853793103448275,15713573.492410688,0.1,165.28217983789034,166,53.5,571,-15.150748239941354,8.083908045977012,2000.0,0.43595861394917435,33.264367816091955,29.0,3.877142857142857,refuel,repair
Nissan Qashqai,standart,petrol,2.68,2012,22306,2019,4.141264367816092,19719323.093393456,0.1,199.62448919071196,168,43.0,143,-0.32704713201156643,7.817816091954023,1556.0,0.6886425269275083,33.810344827586206,26.0,3.6885714285714286,refuel_check,repair
Mercedes-Benz GLC,business,petrol,4.44,2013,44817,2015,4.6947126436781605,10925480.039100373,0.1,165.0,170,51.5,556,0.7525045067816629,8.571264367816093,2176.0,0.8933996304136684,34.44252873563219,26.0,3.968571428571429,refuel,reparking
Kia Rio,economy,petrol,5.46,2015,72090,2014,4.414367816091954,16195643.207051285,0.1,119.0,171,48.5,645,-10.246806858550807,8.117241379310345,2076.0,0.44874738624169547,32.752873563218394,26.0,2.862857142857143,oil_change,reparking
Hyundai Solaris,economy,petrol,4.1,2013,42828,2022,3.9680459770114944,12410863.618768865,0.1,199.2257113867342,169,45.0,153,-6.487342416083001,7.838505747126438,1581.0,0.44191518423240833,32.08045977011494,27.0,4.328571428571428,refuel,repair
Kia Sportage,standart,petrol,5.24,2014,65088,2016,4.635977011494253,18113698.464329164,0.32,159.0,171,44.0,136,2.3088176750052147,8.222413793103449,2109.0,0.418150562480855,33.07471264367816,25.0,2.64,refuel_check,repair
Hyundai Solaris,economy,petrol,4.36,2011,4907,2014,4.329137931034483,6314289.107174731,0.1,161.76322578857065,169,44.0,141,-13.225721067054916,8.161494252873563,1989.0,0.8867887855835429,33.71264367816092,27.0,3.5142857142857142,refuel,reparking
VW Tiguan,economy,petrol,5.56,2013,37195,2020,4.671896551724138,14737097.065509778,0.28,99.00692437760245,169,39.0,140,0.15510625650732784,7.820114942528736,1475.0,0.6580005547974117,36.05172413793103,25.0,3.3885714285714283,refuel,repair
Smart ForFour,economy,petrol,3.5,2017,122683,2016,5.082241379310346,7252884.160950438,0.12,117.19502748202515,169,35.5,143,-7.151181302258697,7.979310344827587,1313.0,0.19271728714616249,33.68390804597701,27.0,3.682857142857143,refuel_check,repair
Hyundai Solaris,economy,petrol,2.4,2014,59753,2020,4.504770114942529,16136366.972758789,0.1,190.31738693600505,167,45.0,160,-7.724324804163127,7.955172413793104,1292.0,0.5466463839273445,33.51149425287356,27.0,2.914285714285714,refuel_check,reparking
Audi Q3,premium,petrol,5.3,2013,41847,2022,4.384942528735633,16337628.236301456,0.1,190.44321428812373,168,48.0,169,35.697103730343244,8.065517241379311,1267.0,0.33130558464774573,35.827586206896555,23.0,2.94,refuel,repair
Kia Rio X-line,economy,petrol,4.9,2011,8034,2015,4.205172413793104,15610001.914037501,0.0,178.88041379070444,171,47.5,159,3.2696964981383787,7.986206896551724,1318.0,0.5993512473932641,34.46551724137931,26.0,3.9285714285714284,refuel_check,reparking
MINI CooperSE,business,electro,5.66,2013,38906,2016,4.61051724137931,11267884.748784278,0.56,200.0,168,60.5,638,3.7013021719667676,8.108620689655172,1963.0,0.5152146921425876,35.1551724137931,24.0,3.6628571428571424,refuel,reparking
Mini Cooper,business,petrol,6.04,2015,90795,2019,5.328275862068965,12559181.76317594,0.1,117.9614761947394,169,39.5,162,-23.835209206967974,8.104022988505747,1248.0,0.47383371108839156,35.28735632183908,25.0,3.908571428571429,refuel,repair
Volkswagen ID.4 ,premium,electro,4.36,2016,100284,2019,4.333735632183909,10582149.61244814,0.0,196.6838493617104,172,46.0,151,18.736499799854805,9.120114942528737,1966.0,0.40262911491589,35.45977011494253,27.0,4.217142857142857,oil_change,reparking
Kia Rio X,economy,petrol,4.1,2013,43323,2017,4.807528735632184,10437020.772733374,0.1,119.0,170,50.0,470,1.8612451375103203,8.085632183908046,1867.0,0.48267052809684335,34.252873563218394,27.0,3.5457142857142854,refuel_check,repair
Smart ForTwo,economy,petrol,3.9,2016,95162,2015,4.630632183908046,9381153.408361256,0.1,131.5501485557683,170,51.5,538,-5.780219089383115,8.083908045977012,1843.0,0.7090730889068676,33.93103448275862,27.0,3.8685714285714288,oil_change,repair
Audi A3,premium,petrol,6.0,2016,109043,2021,4.6226436781609195,14108638.722493503,0.1,187.0,169,52.0,604,5.715894175160322,8.101149425287355,1919.0,0.4578992141785879,36.327586206896555,25.0,3.257142857142857,refuel,reparking
Kia Rio,economy,petrol,3.24,2015,70966,2022,4.6097701149425285,16203104.980282845,0.1,99.03531563838712,167,40.5,148,2.839064841294656,7.7281609195402305,1543.0,0.6451137440884926,34.310344827586206,25.0,3.7685714285714287,refuel_check,repair
Kia Rio X-line,economy,petrol,4.56,2015,76401,2018,4.052413793103448,10860583.105102526,0.1,185.0,168,41.5,137,-5.260120016320961,7.760919540229885,1512.0,0.8891326642011592,33.298850574712645,27.0,3.394285714285714,refuel_check,reparking
Hyundai Solaris,economy,petrol,3.9,2014,58485,2022,4.729310344827586,15925436.435701529,0.1,175.73641608126175,169,57.5,624,7.094759602611134,8.114367816091955,1730.0,0.6212423145863009,34.775862068965516,28.0,3.04,refuel,reparking
VW Tiguan,economy,petrol,4.82,2015,77152,2021,4.2683908045977015,7282237.743060581,0.1,170.55406490945566,163,42.0,140,-6.388294805571301,7.823563218390804,1530.0,0.5974160334533661,35.50574712643678,29.0,3.6542857142857144,refuel,reparking
Hyundai Solaris,economy,petrol,3.98,2015,86024,2015,4.477586206896552,11567627.243780347,0.1,100.84513781705256,170,38.0,134,-3.759202843104255,7.7683908045977015,1543.0,0.47490980431436125,32.724137931034484,29.0,4.48,refuel_check,reparking
Renault Sandero,standart,petrol,5.62,2013,38104,2019,5.2988505747126435,10671883.963534532,0.1,106.03719613056232,166,40.0,127,2.3714743255314787,8.086206896551724,1312.0,0.548106889141022,33.172413793103445,27.0,3.797142857142857,refuel_check,repair
Smart ForFour,economy,petrol,2.04,2017,128730,2018,4.081666666666667,9893365.787206696,0.1,180.7002829859832,166,45.0,122,9.437094201814713,7.982183908045977,1241.0,0.43080388966560695,34.201149425287355,27.0,3.0457142857142854,refuel,repair
Renault Sandero,standart,petrol,3.72,2012,24404,2018,4.346206896551724,11903800.677561546,0.0,177.71225095854282,165,42.0,132,-5.344538194344047,7.994827586206896,1287.0,0.6557095662269372,33.78735632183908,23.0,3.262857142857143,refuel,repair
Smart Coupe,economy,petrol,5.3,2016,103648,2022,4.732701149425288,8333739.579096756,0.1,141.8255095846796,170,52.0,632,20.498023067388374,8.182758620689654,2008.0,0.47025842611414476,34.247126436781606,25.0,2.9085714285714284,refuel_check,reparking
Audi A4,premium,petrol,4.66,2017,121303,2021,4.370747126436782,21244998.254763354,0.0,182.46134233740187,165,47.0,121,1.7007885574220705,8.07183908045977,1208.0,0.48609049994043024,36.57471264367816,29.0,3.9714285714285715,refuel,repair
Kia Sportage,standart,petrol,5.28,2015,81653,2016,4.171781609195402,11259567.574379351,0.1,180.13207820463953,165,47.5,154,2.8225242158347355,8.045402298850576,1365.0,0.6337160759503818,34.91954022988506,25.0,2.8285714285714287,refuel,repair
VW Polo VI,economy,petrol,5.08,2013,39926,2017,3.8628735632183906,14779347.902621908,0.1,177.35574953052634,171,43.0,153,-0.6709582014764308,7.7844827586206895,1525.0,0.6253253303110188,34.47701149425287,26.0,3.702857142857143,refuel,repair
Hyundai Solaris,economy,petrol,4.6,2015,86966,2016,4.813103448275863,9619684.850515433,0.4,189.0,171,48.0,566,0.37411494288911473,8.124712643678162,2133.0,0.5816577453534685,33.68390804597701,27.0,4.122857142857143,refuel,repair
Tesla Model 3,premium,electro,4.72,2015,75786,2017,3.8398275862068965,16317376.472546527,0.1,197.93890089761868,167,46.0,134,-12.254815574926255,9.21264367816092,2096.0,0.36754835243049894,37.87356321839081,26.0,2.64,refuel_check,reparking
Nissan Qashqai,standart,petrol,4.04,2014,62873,2016,3.977816091954023,18239683.12996858,0.1,179.24767547985363,169,43.0,142,-3.001479960220771,7.968390804597701,1288.0,0.6369928610083133,33.666666666666664,28.0,3.0971428571428574,refuel_check,repair
Smart ForFour,economy,petrol,5.54,2015,92117,2019,5.327298850574713,14799887.880602421,0.81,111.62281915585216,166,38.0,148,9.086112602141473,8.052873563218391,1346.0,0.3620048314921044,34.56896551724138,26.0,3.5714285714285716,refuel,reparking
Mercedes-Benz E200,business,petrol,3.92,2012,23853,2018,5.3470114942528735,17744841.298613295,0.15,123.2425723826531,172,39.0,130,17.7152495631939,8.145977011494253,1246.0,0.5219323447233507,37.247126436781606,24.0,3.791428571428571,refuel,repair
Renault Kaptur,standart,petrol,2.5,2014,54725,2017,4.501264367816092,21066931.356378905,0.1,200.0,169,64.5,644,11.728900492327718,8.091379310344829,2232.0,0.6216883859553906,33.339080459770116,23.0,3.748571428571428,refuel_check,repair
Renault Kaptur,standart,petrol,4.2,2014,65717,2021,4.204425287356322,19152623.50440238,0.1,166.58752001594092,171,45.0,136,-14.842311788634184,8.086206896551724,1931.0,0.15922370564797853,35.44252873563219,24.0,4.405714285714286,refuel_check,repair
Skoda Rapid,economy,petrol,5.48,2016,100108,2020,4.461781609195403,13379080.22593277,0.1,163.0,170,39.0,112,8.707632535439938,8.035632183908046,1783.0,0.8955518168656078,34.132183908045974,26.0,2.7885714285714283,refuel,reparking
VW Tiguan,economy,petrol,4.96,2015,86895,2022,4.514885057471265,10811877.419643091,0.1,185.64359038980064,169,62.0,822,-3.827989228565446,8.104597701149425,2162.0,0.3265804207211423,34.42528735632184,26.0,2.3514285714285714,refuel_check,reparking
Hyundai Solaris,economy,petrol,4.28,2013,39001,2019,4.621206896551724,20928082.299654875,0.73,101.11814965462742,165,38.0,157,-6.141232349749067,7.795977011494253,1495.0,0.3855733764108609,34.64367816091954,24.0,3.7714285714285714,refuel_check,repair
Kia Rio,economy,petrol,3.46,2011,4848,2021,4.443275862068965,14093529.356490605,0.1,103.81248834033856,172,35.0,138,-1.0591252637442437,7.833908045977011,1550.0,0.4648250699371536,33.14367816091954,26.0,3.4771428571428573,refuel_check,repair
Nissan Qashqai,standart,petrol,2.72,2013,37481,2021,4.430977011494253,21351036.094155192,0.0,173.42811643954593,166,48.5,136,-5.36684327932096,8.014367816091953,1322.0,0.461507521177085,33.195402298850574,27.0,3.417142857142857,oil_change,reparking
Nissan Qashqai,standart,petrol,3.78,2014,62018,2015,4.104022988505747,10893486.542517731,0.0,200.0,166,43.0,128,4.490492463442765,8.027586206896551,1315.0,0.33201377689813294,34.51149425287356,25.0,3.9285714285714284,refuel_check,repair
Nissan Qashqai,standart,petrol,4.02,2015,81963,2017,4.056494252873564,9335110.404049208,0.1,161.09125877225728,167,42.5,139,7.752439046501321,8.109770114942528,1482.0,0.619552710515576,34.758620689655174,27.0,3.434285714285714,refuel,repair
Volkswagen ID.4 ,premium,electro,3.02,2013,41778,2020,4.170344827586207,21050250.130376443,0.0,188.59741134335093,170,46.0,147,-16.838218597902596,9.163793103448276,2011.0,0.5766010594862986,36.01149425287356,24.0,3.94,refuel_check,repair
Smart ForTwo,economy,petrol,2.44,2013,42828,2020,4.427988505747127,10020643.545303669,0.1,173.83760363759174,169,42.5,143,10.503945583667074,7.8660919540229886,1548.0,0.5569106841252236,35.38505747126437,28.0,4.025714285714286,refuel,reparking
Mini Cooper,business,petrol,5.14,2014,58589,2021,4.1354597701149425,16223131.358683955,0.1,196.3950685740848,169,43.5,143,12.96192936068858,7.954597701149424,1703.0,0.5456562027727677,31.85632183908046,26.0,4.8828571428571435,refuel_check,repair
Renault Kaptur,standart,petrol,3.7,2013,37831,2021,4.799540229885057,13218518.29600171,0.1,170.0,167,36.0,149,12.117315767879571,8.155172413793103,1787.0,0.6443526617909627,34.166666666666664,25.0,2.8285714285714287,refuel,repair
VW Tiguan,economy,petrol,3.08,2015,70522,2021,4.618908045977012,17321510.537052926,0.51,170.0,166,57.0,666,-1.0877103983774647,8.075862068965517,1972.0,0.44085998668568377,36.09770114942529,27.0,4.042857142857143,refuel,repair
VW Tiguan,economy,petrol,3.36,2014,61465,2018,4.607528735632184,13910324.880623626,0.22,154.0,170,40.0,150,6.0211539593131285,8.064367816091954,1633.0,0.8017435765825623,35.764367816091955,25.0,2.6542857142857144,refuel,reparking
Mercedes-Benz E200,business,petrol,2.64,2015,92250,2016,3.880632183908046,17455607.597935885,0.1,180.08977983165295,170,45.0,127,2.4065429953847484,8.25,1813.0,0.5877531177552368,35.43103448275862,29.0,3.3771428571428572,refuel,reparking
Smart Coupe,economy,petrol,4.2,2017,106855,2019,5.379080459770115,15377911.166151987,0.1,105.32102719389552,165,42.0,137,20.671866591320594,8.02183908045977,1363.0,0.1417141540959737,33.729885057471265,27.0,3.3657142857142857,refuel_check,reparking
VW Polo VI,economy,petrol,6.56,2014,56909,2020,4.761091954022988,13382961.263892824,0.1,200.0,165,52.0,588,8.339023063990219,8.048850574712644,1811.0,0.37539498828437434,33.68390804597701,25.0,4.088571428571428,refuel_check,repair
Kia Sportage,standart,petrol,4.44,2013,43672,2018,4.51264367816092,13648726.387433762,0.1,152.0,168,39.5,136,-9.31406806381079,8.145402298850575,1975.0,0.5708570770479875,32.310344827586206,26.0,2.5542857142857143,refuel_check,reparking
Smart Coupe,economy,petrol,3.36,2017,127960,2016,5.412471264367816,13113056.556686219,0.1,114.76509097859255,171,40.0,145,2.45466645735287,8.001149425287357,1371.0,0.609963580543834,34.39655172413793,25.0,3.9257142857142857,refuel_check,repair
VW Tiguan,economy,petrol,3.8,2017,132752,2020,4.464540229885058,12838582.602215631,0.1,199.7084807115582,167,41.0,138,2.093340132492983,7.867816091954023,1505.0,0.37435965876054095,35.793103448275865,26.0,3.657142857142857,refuel_check,reparking
Skoda Rapid,economy,petrol,5.08,2014,59787,2015,4.626839080459771,7509937.125775814,0.12,182.0,170,50.5,630,14.475516441534182,8.104022988505747,2299.0,0.4954549157222447,34.672413793103445,26.0,2.8685714285714288,refuel,reparking
Kia Rio X,economy,petrol,4.96,2015,71765,2019,4.269195402298851,14776894.009121023,0.0,177.34619898603324,170,44.5,127,2.9628234853017426,7.998275862068966,1360.0,0.4227281549546842,33.793103448275865,26.0,3.62,refuel_check,reparking
Renault Kaptur,standart,petrol,4.36,2011,611,2016,4.048045977011494,11146970.848338546,0.1,170.80161790957587,164,45.0,141,-6.76816578083497,8.13448275862069,2304.0,0.5571849313515271,35.37931034482759,31.0,4.8,refuel,repair
Smart ForFour,economy,petrol,4.88,2015,81745,2015,4.862528735632184,18887282.96484722,0.1,176.0,165,47.0,571,9.815159347875095,8.081609195402299,1813.0,0.293676097377702,34.78735632183908,27.0,3.565714285714286,refuel,repair
Kia Rio X-line,economy,petrol,4.28,2013,45221,2021,4.5569540229885055,11211413.661978807,0.1,160.5678304383427,172,40.0,131,1.7081750804875493,8.075862068965517,1982.0,0.4110606242573897,34.90229885057471,27.0,3.56,refuel_check,repair
Nissan Qashqai,standart,petrol,3.96,2011,2813,2018,5.401551724137931,12253850.365960345,0.1,114.19524256557168,168,42.0,124,8.219029185204176,7.980459770114942,1320.0,0.619041622754339,34.98850574712644,27.0,4.148571428571429,refuel_check,reparking
Fiat 500,business,petrol,2.98,2013,44760,2017,5.2011494252873565,14793020.555682087,0.1,114.5217583367471,170,37.0,140,-16.82229254583048,8.044827586206896,1307.0,0.4637082130090472,32.764367816091955,22.0,4.08,refuel,repair
Hyundai Solaris,economy,petrol,4.46,2015,75389,2017,4.476896551724138,12856350.743240908,0.1,106.45619950639012,170,38.0,135,2.945916746121308,7.848275862068965,1552.0,0.7117737698114148,32.11494252873563,26.0,3.3028571428571425,refuel_check,reparking
